EDUCATION_ID,LEARNER_ID,SEQUENCE_NO,UNIVERSITY_ID,EDUCATOINBG_ID,BARNCH_ID,GYEAR,GRADE_POINT,CREATE_BY,CREATE_DATE,UPDATE_BY,UPDATE_DATE
EDU8C1DB553AB904CDD,LNR-202601380,2,19400,1,6,2556,2.79,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU30361832B352403C,LNR-202601381,1,5300,1,2,2569,3.52,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU8CC5158E7BAE4FDA,LNR-202601382,1,2000,1,13,2553,3.32,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU8C369079F160469A,LNR-202601383,1,19400,1,3,2559,2.51,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUA097BEE03DFA48E6,LNR-202601384,1,200,1,1,2566,2.5,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU1C8C323C090148DA,LNR-202601385,1,1700,1,6,2567,2.37,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUAFAB7248CA1A4906,LNR-202601386,1,19200,2,7,2552,3.66,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU772CBEE50D5D4FB0,LNR-202601386,2,19500,1,1,2548,3.5,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU257D0718255E4263,LNR-202601387,1,2400,1,2,2545,2.65,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU6850CDEF562742AC,LNR-202601388,1,19400,1,2,2563,2.24,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU327750562F3E41FE,LNR-202601389,1,300,1,2,2563,2.34,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU0FF582767A344FB4,LNR-202601390,1,12200,1,8,2561,3.85,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU6D547C498B0C4B7F,LNR-202601391,1,22400,2,1,2557,3.3,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU7C21FD9FA3214D70,LNR-202601391,2,19100,1,1,2554,3.51,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUF7C819E46ABA4CCD,LNR-202601392,1,19200,2,2,2549,3.62,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU1967CB8965CC42D5,LNR-202601392,2,19200,1,13,2547,2.85,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU29729D79D96B4433,LNR-202601393,1,1900,2,6,2547,3.21,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUDD0B2F9C4E2C49F0,LNR-202601393,2,19400,1,2,2543,2.41,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUAF19D792FEE94F4E,LNR-202601394,1,19200,2,6,2546,3.62,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU61313CADB0D342BE,LNR-202601394,2,19400,1,6,2543,3.52,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUBA15705925334115,LNR-202601395,1,12200,1,2,2568,3.29,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUE37E90DCA64B470C,LNR-202601396,1,19800,1,10,2557,3.1,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU3E2F4D8844414EE3,LNR-202601397,1,100,1,8,2559,2.27,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU87FA8E35AFBE4E51,LNR-202601398,1,200,1,9,2554,3.85,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUF3B42D33C1E942BB,LNR-202601399,1,19600,1,10,2552,3.56,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU22345F9FF7884C46,LNR-202601400,1,19900,1,6,2550,2.7,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUDF166D6B5FD54AFA,LNR-202601401,1,6800,1,7,2569,3.87,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU8EEADFD47A1543CF,LNR-202601402,1,200,1,2,2565,3.22,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUE9AD99A3B5CF4A40,LNR-202601403,1,1700,1,2,2568,3.19,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU46D35BA052374AE5,LNR-202601404,1,10300,2,12,2554,3.75,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU1FD07EDBBD2F4709,LNR-202601404,2,5100,1,8,2552,3.58,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU979186E624424610,LNR-202601405,1,1500,3,7,2556,3.66,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU7BE3DBCF0F1A4685,LNR-202601405,2,19200,1,7,2551,2.42,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUBC6194DB550543E1,LNR-202601406,1,1700,1,1,2554,2.78,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUE09A922EF95341C0,LNR-202601407,1,1400,3,1,2550,3.95,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUCBD7F511852B42C9,LNR-202601407,2,100,2,3,2546,3.22,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU1556D75675144C76,LNR-202601407,3,19200,1,3,2544,2.83,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUE24DBAAA89B54B0E,LNR-202601408,1,600,2,8,2556,3.43,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUB7F147A389704274,LNR-202601408,2,600,1,3,2552,2.95,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUDA704541DED94925,LNR-202601409,1,19500,1,2,2564,3.24,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU8076513035CD47AD,LNR-202601410,1,6100,1,7,2569,3.8,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUD19B3BE9F6344F62,LNR-202601411,1,19100,1,6,2550,2.61,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU0FD049CF36654010,LNR-202601412,1,5300,2,6,2563,3.12,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU9E79597B31B249A6,LNR-202601412,2,5300,1,1,2559,2.54,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU0A39171A86F841C1,LNR-202601413,1,400,3,13,2564,3.92,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUF2C09F41FAEB439E,LNR-202601413,2,1500,2,2,2561,3.65,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU1FA4A173D37F40A5,LNR-202601413,3,19607,1,2,2557,2.69,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU81A6E2A1C1C8458F,LNR-202601414,1,19900,1,1,2563,3.59,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUBE7D2888332B439F,LNR-202601415,1,19400,1,2,2550,3.66,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUCC5890A6D1E2465E,LNR-202601416,1,1900,1,1,2546,3.64,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU92903B37964F4C6D,LNR-202601417,1,18001,1,10,2554,3.76,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU9ED0AB80B5C54F6D,LNR-202601418,1,22400,1,2,2564,2.63,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU9578FFED82A24A18,LNR-202601419,1,600,1,13,2555,3.48,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUD8C307CC380F4F0C,LNR-202601420,1,1500,1,13,2561,2.98,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU2653B998785840CE,LNR-202601421,1,6100,1,6,2570,3.63,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUA8EFC6FF04514DA6,LNR-202601422,1,19200,2,1,2548,3.73,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU2A1C2D9129D942BD,LNR-202601422,2,19607,1,7,2545,3.52,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUAA32882B7CF34141,LNR-202601423,1,14400,1,7,2557,3.32,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU7A399740E3D4480C,LNR-202601424,1,11300,1,6,2569,2.5,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU4E935808302B4393,LNR-202601425,1,12400,2,13,2561,3.55,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU00E5CADB8A434FF8,LNR-202601425,2,22400,1,13,2557,3.87,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU809A76324DC645AF,LNR-202601426,1,5400,1,6,2551,3.79,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUEF59D66781134F87,LNR-202601427,1,2400,1,1,2550,2.27,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU911304DD6F434005,LNR-202601428,1,18001,2,1,2547,3.16,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU5F004F3DA176434F,LNR-202601428,2,12400,1,7,2545,2.42,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU230A077E3A3C481A,LNR-202601429,1,6800,1,1,2565,3.43,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU03117160B0064370,LNR-202601430,1,19400,1,1,2562,3.59,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU449D2C7CFD11465A,LNR-202601431,1,19607,1,2,2569,2.56,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU6153AE69571A4656,LNR-202601432,1,1500,1,6,2550,3.06,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU184DA19161ED483B,LNR-202601433,1,19100,1,1,2546,3.63,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUE04BFC33017B46A8,LNR-202601434,1,19200,3,3,2549,3.81,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU5B66B639A74E4256,LNR-202601434,2,19200,2,3,2544,3.54,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU36ADB83F7FF946DC,LNR-202601434,3,200,1,4,2541,3.2,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU4F5153B12920416A,LNR-202601435,1,19600,3,8,2563,3.66,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU41746F60617B496C,LNR-202601435,2,19600,2,2,2559,3.3,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU8D1D5F1B87F84F47,LNR-202601435,3,19900,1,2,2556,3.16,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUFBC01859B1364E8F,LNR-202601436,1,12200,1,4,2567,3.37,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUFE87908C1DA54DF3,LNR-202601437,1,19400,1,7,2561,3.68,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU53CDA2F18D5E4F58,LNR-202601438,1,7400,1,8,2568,3.28,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUB48BE540A5534D77,LNR-202601439,1,300,1,2,2554,3.49,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUC2277F8E82EF4432,LNR-202601440,1,1400,1,1,2555,2.47,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU419630418DA0406F,LNR-202601441,1,18100,1,13,2553,2.98,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUCC6AFD20BB6D4BEC,LNR-202601442,1,18001,1,1,2568,2.22,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUD4176B5E2D654AE6,LNR-202601443,1,19800,1,2,2557,2.62,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU44FFE04312934240,LNR-202601444,1,12200,1,2,2552,3.43,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUA82C21D9119D450B,LNR-202601445,1,100,1,2,2567,3.89,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUB0609F87474B4303,LNR-202601446,1,1900,1,8,2550,2.37,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU11B995295DB741A2,LNR-202601447,1,18100,1,3,2558,2.88,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU55F883AC1A3C418B,LNR-202601448,1,6800,1,7,2551,3.56,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU9CB79D11C4D944AF,LNR-202601449,1,19607,1,10,2568,2.55,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU76975E1D47E04439,LNR-202601450,1,6100,1,8,2563,3.14,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUB1AD23C2D3894F8F,LNR-202601451,1,1000,1,3,2565,3.45,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU55354E23C5784032,LNR-202601452,1,19200,1,7,2556,3.25,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUF645E3A415024E1F,LNR-202601453,1,19900,1,2,2566,2.52,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU4372E4DB6E754B18,LNR-202601454,1,200,1,1,2556,2.8,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU5DDBD2F13EDD490C,LNR-202601455,1,2400,1,10,2570,3.53,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUD6FE64DEBE07415A,LNR-202601456,1,2400,2,7,2552,3.55,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU17253AD9323C40DA,LNR-202601456,2,1700,1,7,2549,2.21,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU07442F3649844D3A,LNR-202601457,1,12200,1,7,2537,3.49,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUB48648E3BDE442A1,LNR-202601458,1,19200,2,1,2553,3.04,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU79195CD6FC0D4156,LNR-202601458,2,2400,1,7,2549,3.47,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU003B78F29B764EB8,LNR-202601459,1,200,1,1,2552,2.54,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU23061B5455BA40F4,LNR-202601460,1,19500,1,7,2551,3.83,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU085EC029B1A746D1,LNR-202601461,1,600,1,2,2540,2.83,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUEDE7B693A2634A11,LNR-202601462,1,6100,1,2,2567,2.76,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUA0E7272A4F3D4C0D,LNR-202601463,1,1500,1,7,2546,2.45,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU1FED8F57623A4F0C,LNR-202601464,1,300,1,7,2546,2.72,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUF339094ABEC546A0,LNR-202601465,1,19700,1,4,2562,3.69,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU04F6D896E1A54CB3,LNR-202601466,1,5600,2,2,2556,4.0,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU1C3F6BF84B0648EA,LNR-202601466,2,12400,1,1,2552,2.83,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU057EE0D70C8C48BF,LNR-202601467,1,200,1,1,2551,2.96,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU62C86F41E2344142,LNR-202601468,1,19600,1,1,2564,3.43,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU8937B27E42684102,LNR-202601469,1,14400,1,2,2561,3.71,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU494110AB96824928,LNR-202601470,1,100,1,2,2544,3.21,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU955E7E24E0134F2E,LNR-202601471,1,6800,2,7,2550,3.39,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU90481BC04DE3411A,LNR-202601471,2,6800,1,1,2546,2.9,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU634EB4ED68F14007,LNR-202601472,1,100,1,1,2561,3.38,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUC2A33E7EC38B4A66,LNR-202601473,1,19300,1,7,2541,2.21,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU52A910FD6E774273,LNR-202601474,1,2400,1,1,2566,3.25,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU0BC703FF9794439E,LNR-202601475,1,100,1,1,2566,2.8,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU51D7EA44AA344B16,LNR-202601476,1,600,2,1,2561,3.79,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUB992EC8AEF4547A2,LNR-202601476,2,1400,1,6,2557,2.36,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUCC222C691D084ED7,LNR-202601477,1,6800,1,10,2559,3.2,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU8ECA125538C047B0,LNR-202601478,1,12300,2,6,2557,3.48,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU176A0116F9BB471F,LNR-202601478,2,19100,1,10,2554,3.29,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUD40600B0702A4220,LNR-202601479,1,400,1,6,2563,2.31,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUD1C0AED1C2C74366,LNR-202601480,1,5300,1,2,2551,3.19,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU55D2EDE3C92742D8,LNR-202601481,1,19500,1,8,2569,3.15,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU04E31CE7A95C42E9,LNR-202601482,1,1000,2,7,2551,3.56,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU8C1F2E77AFEC4ECA,LNR-202601482,2,19600,1,1,2548,3.23,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU38B2314C08624E0C,LNR-202601483,1,1000,1,6,2570,3.35,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU08643C6F63A04159,LNR-202601484,1,19600,3,10,2550,3.86,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUB13B4B0950F74C18,LNR-202601484,2,1900,2,2,2547,3.27,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUD54677B40D3F429E,LNR-202601484,3,19200,1,2,2544,3.6,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUA67F9BE6070740A2,LNR-202601485,1,5100,1,7,2562,3.05,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU05EEDB8DC42245FB,LNR-202601486,1,400,2,1,2549,3.08,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU95F5689020EA44DB,LNR-202601486,2,19100,1,1,2546,2.3,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU1988C05242DF4FFC,LNR-202601487,1,5100,1,8,2551,2.77,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUEF694566C4B145CE,LNR-202601488,1,100,1,3,2539,3.53,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUC544C56972164E36,LNR-202601489,1,19500,1,2,2541,3.4,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU5D2FB6F667FF4202,LNR-202601490,1,19500,1,8,2568,3.54,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU52DD314DD0874FCA,LNR-202601491,1,19600,1,2,2568,3.08,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUB7B1088817F64292,LNR-202601492,1,7400,1,7,2565,2.95,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU77ECA9F031FB4150,LNR-202601493,1,2400,1,7,2568,2.45,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUB1E1820F20684252,LNR-202601494,1,12800,1,7,2544,2.76,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU537681A25FB3472B,LNR-202601495,1,6800,1,2,2567,2.94,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUBFF3FB9A8EC64820,LNR-202601496,1,1500,2,2,2554,3.09,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUB139006D755348FC,LNR-202601496,2,1500,1,2,2551,2.58,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU072E6648629C4D89,LNR-202601497,1,14400,1,10,2569,3.22,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU195E70F66138458C,LNR-202601498,1,5400,1,4,2567,3.45,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUBC8A7E71EF5A48B2,LNR-202601499,1,19700,1,6,2554,3.9,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUE114D2E5F8AF4D81,LNR-202601500,1,19900,2,2,2557,3.93,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU788B53C50F774C0A,LNR-202601500,2,19500,1,2,2555,3.29,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
