job_post_id,company_id,job_title,position_id,position_name_th,position_name_en,job_type,job_sub_type,communication_language_id,province_id,sub_district_id,district_id,employment_type_id,Work_location_type_id,income_min,income_max,is_display_income,job_detail,job_summary,is_open_ended,open_date,end_date,is_created_new_pool,candidate_pool_id,is_published,is_actiive,job_post_status,Working_time,created_by,created_at,updated_by,updated_at
JOB-202600653,COMP-202600005,รับสมัคร Data Engineer (Data Engineer),9,Data Engineer,Data Engineer,Engineering,Analysis,2,11,00011,0011,3,5,65000,102000,True,ต้องการ Data Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Data Engineer,False,2026-02-13,2026-05-03,False,POOL-0005,True,True,closed,1 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600654,COMP-202600001,รับสมัคร Data Analyst (นักวิเคราะห์ข้อมูล),8,นักวิเคราะห์ข้อมูล,Data Analyst,IT,Development,2,08,00008,0008,4,5,60000,94000,True,ต้องการ Data Analyst ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Data Analyst,True,2026-02-03,2026-05-25,True,POOL-0003,True,True,draft,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600655,COMP-202600009,รับสมัคร Programmer (โปรแกรมเมอร์),7,โปรแกรมเมอร์,Programmer,Engineering,Analysis,1,05,00005,0005,6,2,55000,86000,True,ต้องการ Programmer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Programmer,True,2025-12-16,2026-03-31,False,POOL-0001,True,True,open,8 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600656,COMP-202600010,รับสมัคร UX/UI Designer (UX/UI Designer),2,UX/UI Designer,UX/UI Designer,Engineering,Analysis,1,10,00010,0010,3,1,30000,46000,False,ต้องการ UX/UI Designer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ UX/UI Designer,False,2025-12-06,2026-02-21,True,POOL-0003,True,True,open,4 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600657,COMP-202600001,รับสมัคร Data Analyst (นักวิเคราะห์ข้อมูล),6,นักวิเคราะห์ข้อมูล,Data Analyst,Business,Development,2,05,00005,0005,6,1,50000,78000,False,ต้องการ Data Analyst ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Data Analyst,True,2026-01-05,2026-03-11,True,POOL-0001,True,True,closed,3 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600658,COMP-202600002,รับสมัคร UX/UI Designer (UX/UI Designer),9,UX/UI Designer,UX/UI Designer,IT,Operations,2,03,00003,0003,2,3,65000,102000,False,ต้องการ UX/UI Designer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ UX/UI Designer,False,2026-01-25,2026-05-02,False,POOL-0004,True,True,draft,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600659,COMP-202600002,รับสมัคร Data Analyst (นักวิเคราะห์ข้อมูล),4,นักวิเคราะห์ข้อมูล,Data Analyst,Business,Operations,1,10,00010,0010,1,1,40000,62000,False,ต้องการ Data Analyst ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Data Analyst,False,2025-11-24,2026-03-03,False,POOL-0004,True,True,closed,8 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600660,COMP-202600010,รับสมัคร Cybersecurity Analyst (Cybersecurity Analyst),5,Cybersecurity Analyst,Cybersecurity Analyst,Business,Development,2,12,00012,0012,5,2,45000,70000,False,ต้องการ Cybersecurity Analyst ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Cybersecurity Analyst,True,2026-02-13,2026-04-04,False,POOL-0001,True,True,closed,2 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600661,COMP-202600004,รับสมัคร Cybersecurity Analyst (Cybersecurity Analyst),2,Cybersecurity Analyst,Cybersecurity Analyst,IT,Operations,2,12,00012,0012,3,4,30000,46000,False,ต้องการ Cybersecurity Analyst ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Cybersecurity Analyst,True,2025-12-31,2026-03-18,False,POOL-0002,True,True,draft,8 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600662,COMP-202600004,รับสมัคร Programmer (โปรแกรมเมอร์),1,โปรแกรมเมอร์,Programmer,Engineering,Analysis,2,08,00008,0008,3,2,25000,38000,False,ต้องการ Programmer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Programmer,True,2025-12-02,2026-03-03,True,POOL-0004,True,True,closed,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600663,COMP-202600009,รับสมัคร DevOps Engineer (DevOps Engineer),8,DevOps Engineer,DevOps Engineer,Business,Development,1,04,00004,0004,3,2,60000,94000,False,ต้องการ DevOps Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ DevOps Engineer,True,2025-12-12,2026-02-21,False,POOL-0003,True,True,closed,1 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600664,COMP-202600006,รับสมัคร DevOps Engineer (DevOps Engineer),8,DevOps Engineer,DevOps Engineer,IT,Analysis,1,09,00009,0009,4,5,60000,94000,True,ต้องการ DevOps Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ DevOps Engineer,True,2026-01-25,2026-03-19,False,POOL-0001,True,True,open,3 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600665,COMP-202600006,รับสมัคร UX/UI Designer (UX/UI Designer),10,UX/UI Designer,UX/UI Designer,Business,Analysis,1,11,00011,0011,5,5,70000,110000,True,ต้องการ UX/UI Designer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ UX/UI Designer,True,2025-12-18,2026-03-07,True,POOL-0003,True,True,closed,2 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600666,COMP-202600010,รับสมัคร DevOps Engineer (DevOps Engineer),1,DevOps Engineer,DevOps Engineer,Business,Analysis,2,10,00010,0010,1,3,25000,38000,False,ต้องการ DevOps Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ DevOps Engineer,False,2026-01-13,2026-03-04,False,POOL-0005,True,True,draft,1 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600667,COMP-202600005,รับสมัคร IT Support (ฝ่ายสนับสนุนไอที),7,ฝ่ายสนับสนุนไอที,IT Support,Engineering,Development,1,13,00013,0013,2,3,55000,86000,False,ต้องการ IT Support ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ IT Support,False,2026-01-04,2026-03-16,True,POOL-0005,True,True,draft,1 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600668,COMP-202600004,รับสมัคร DevOps Engineer (DevOps Engineer),9,DevOps Engineer,DevOps Engineer,IT,Analysis,1,06,00006,0006,1,5,65000,102000,True,ต้องการ DevOps Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ DevOps Engineer,False,2026-02-07,2026-03-23,False,POOL-0002,True,True,closed,4 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600669,COMP-202600002,รับสมัคร Web Developer (นักพัฒนาเว็บ),9,นักพัฒนาเว็บ,Web Developer,Engineering,Operations,2,03,00003,0003,1,2,65000,102000,True,ต้องการ Web Developer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Web Developer,False,2025-11-28,2026-01-23,False,POOL-0004,True,True,open,1 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600670,COMP-202600007,รับสมัคร System Engineer (วิศวกรระบบ),10,วิศวกรระบบ,System Engineer,Engineering,Development,2,12,00012,0012,3,2,70000,110000,False,ต้องการ System Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ System Engineer,False,2026-01-27,2026-05-03,True,POOL-0005,True,True,open,4 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600671,COMP-202600006,รับสมัคร Data Analyst (นักวิเคราะห์ข้อมูล),2,นักวิเคราะห์ข้อมูล,Data Analyst,IT,Development,1,02,00002,0002,5,3,30000,46000,False,ต้องการ Data Analyst ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Data Analyst,True,2026-02-10,2026-05-24,False,POOL-0001,True,True,draft,4 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600672,COMP-202600001,รับสมัคร Cybersecurity Analyst (Cybersecurity Analyst),3,Cybersecurity Analyst,Cybersecurity Analyst,IT,Operations,2,05,00005,0005,3,2,35000,54000,True,ต้องการ Cybersecurity Analyst ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Cybersecurity Analyst,False,2026-02-20,2026-05-08,False,POOL-0002,True,True,open,5 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600673,COMP-202600009,รับสมัคร System Engineer (วิศวกรระบบ),5,วิศวกรระบบ,System Engineer,IT,Operations,1,10,00010,0010,6,5,45000,70000,False,ต้องการ System Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ System Engineer,False,2026-01-04,2026-04-16,True,POOL-0003,True,True,closed,1 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600674,COMP-202600005,รับสมัคร Data Analyst (นักวิเคราะห์ข้อมูล),7,นักวิเคราะห์ข้อมูล,Data Analyst,IT,Development,2,04,00004,0004,1,5,55000,86000,True,ต้องการ Data Analyst ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Data Analyst,False,2026-01-19,2026-03-27,True,POOL-0002,True,True,closed,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600675,COMP-202600005,รับสมัคร Data Scientist (นักวิทยาศาสตร์ข้อมูล),5,นักวิทยาศาสตร์ข้อมูล,Data Scientist,IT,Development,1,05,00005,0005,6,2,45000,70000,True,ต้องการ Data Scientist ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Data Scientist,False,2026-02-12,2026-04-01,False,POOL-0003,True,True,closed,7 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600676,COMP-202600006,รับสมัคร IT Support (ฝ่ายสนับสนุนไอที),1,ฝ่ายสนับสนุนไอที,IT Support,Business,Development,2,14,00014,0014,5,3,25000,38000,False,ต้องการ IT Support ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ IT Support,True,2025-12-22,2026-02-04,False,POOL-0001,True,True,draft,2 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600677,COMP-202600002,รับสมัคร UX/UI Designer (UX/UI Designer),10,UX/UI Designer,UX/UI Designer,Business,Operations,2,10,00010,0010,1,3,70000,110000,False,ต้องการ UX/UI Designer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ UX/UI Designer,False,2026-01-18,2026-04-07,True,POOL-0005,True,True,closed,4 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600678,COMP-202600010,รับสมัคร Data Scientist (นักวิทยาศาสตร์ข้อมูล),10,นักวิทยาศาสตร์ข้อมูล,Data Scientist,Business,Operations,2,06,00006,0006,1,2,70000,110000,True,ต้องการ Data Scientist ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Data Scientist,True,2026-01-07,2026-03-24,True,POOL-0003,True,True,draft,7 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600679,COMP-202600003,รับสมัคร System Engineer (วิศวกรระบบ),2,วิศวกรระบบ,System Engineer,IT,Analysis,2,09,00009,0009,1,3,30000,46000,False,ต้องการ System Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ System Engineer,True,2025-12-06,2026-01-07,True,POOL-0002,True,True,draft,8 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600680,COMP-202600005,รับสมัคร System Engineer (วิศวกรระบบ),1,วิศวกรระบบ,System Engineer,IT,Operations,2,14,00014,0014,2,1,25000,38000,True,ต้องการ System Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ System Engineer,False,2026-01-20,2026-05-06,True,POOL-0001,True,True,closed,2 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600681,COMP-202600010,รับสมัคร Cybersecurity Analyst (Cybersecurity Analyst),2,Cybersecurity Analyst,Cybersecurity Analyst,Business,Development,2,07,00007,0007,5,4,30000,46000,True,ต้องการ Cybersecurity Analyst ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Cybersecurity Analyst,False,2025-11-29,2026-01-10,False,POOL-0001,True,True,draft,3 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600682,COMP-202600002,รับสมัคร Data Engineer (Data Engineer),8,Data Engineer,Data Engineer,Business,Operations,1,02,00002,0002,3,4,60000,94000,True,ต้องการ Data Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Data Engineer,False,2025-11-30,2026-02-13,True,POOL-0005,True,True,open,5 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600683,COMP-202600007,รับสมัคร IT Support (ฝ่ายสนับสนุนไอที),3,ฝ่ายสนับสนุนไอที,IT Support,Engineering,Operations,2,13,00013,0013,6,3,35000,54000,False,ต้องการ IT Support ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ IT Support,False,2025-12-17,2026-04-10,False,POOL-0004,True,True,closed,2 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600684,COMP-202600002,รับสมัคร Data Engineer (Data Engineer),9,Data Engineer,Data Engineer,IT,Operations,2,02,00002,0002,4,5,65000,102000,True,ต้องการ Data Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Data Engineer,True,2025-12-28,2026-03-15,False,POOL-0001,True,True,open,8 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600685,COMP-202600005,รับสมัคร DevOps Engineer (DevOps Engineer),1,DevOps Engineer,DevOps Engineer,IT,Operations,2,05,00005,0005,3,5,25000,38000,False,ต้องการ DevOps Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ DevOps Engineer,True,2026-02-15,2026-03-18,False,POOL-0005,True,True,open,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600686,COMP-202600004,รับสมัคร Cybersecurity Analyst (Cybersecurity Analyst),8,Cybersecurity Analyst,Cybersecurity Analyst,Engineering,Operations,1,14,00014,0014,6,4,60000,94000,True,ต้องการ Cybersecurity Analyst ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Cybersecurity Analyst,False,2026-01-17,2026-04-02,False,POOL-0003,True,True,draft,1 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600687,COMP-202600010,รับสมัคร Web Developer (นักพัฒนาเว็บ),6,นักพัฒนาเว็บ,Web Developer,Engineering,Development,2,03,00003,0003,2,2,50000,78000,True,ต้องการ Web Developer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Web Developer,False,2025-12-25,2026-04-19,False,POOL-0004,True,True,open,1 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600688,COMP-202600002,รับสมัคร Programmer (โปรแกรมเมอร์),1,โปรแกรมเมอร์,Programmer,Business,Development,2,01,00001,0001,2,5,25000,38000,False,ต้องการ Programmer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Programmer,True,2025-12-04,2026-03-08,True,POOL-0005,True,True,open,7 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600689,COMP-202600002,รับสมัคร DevOps Engineer (DevOps Engineer),10,DevOps Engineer,DevOps Engineer,Business,Analysis,2,03,00003,0003,4,4,70000,110000,False,ต้องการ DevOps Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ DevOps Engineer,True,2025-12-18,2026-03-06,False,POOL-0003,True,True,closed,7 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600690,COMP-202600007,รับสมัคร Data Engineer (Data Engineer),9,Data Engineer,Data Engineer,IT,Analysis,2,03,00003,0003,1,5,65000,102000,False,ต้องการ Data Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Data Engineer,False,2026-01-08,2026-02-28,True,POOL-0004,True,True,draft,2 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600691,COMP-202600009,รับสมัคร Data Scientist (นักวิทยาศาสตร์ข้อมูล),6,นักวิทยาศาสตร์ข้อมูล,Data Scientist,Business,Operations,1,04,00004,0004,5,1,50000,78000,True,ต้องการ Data Scientist ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Data Scientist,True,2025-12-04,2026-03-04,True,POOL-0005,True,True,closed,2 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600692,COMP-202600008,รับสมัคร IT Support (ฝ่ายสนับสนุนไอที),4,ฝ่ายสนับสนุนไอที,IT Support,Engineering,Operations,2,14,00014,0014,6,4,40000,62000,False,ต้องการ IT Support ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ IT Support,False,2026-01-31,2026-05-19,True,POOL-0003,True,True,open,1 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600693,COMP-202600005,รับสมัคร UX/UI Designer (UX/UI Designer),1,UX/UI Designer,UX/UI Designer,Engineering,Development,2,10,00010,0010,4,4,25000,38000,False,ต้องการ UX/UI Designer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ UX/UI Designer,False,2026-01-14,2026-05-03,False,POOL-0003,True,True,closed,2 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600694,COMP-202600002,รับสมัคร UX/UI Designer (UX/UI Designer),9,UX/UI Designer,UX/UI Designer,Business,Analysis,1,09,00009,0009,4,3,65000,102000,True,ต้องการ UX/UI Designer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ UX/UI Designer,True,2026-02-09,2026-03-15,False,POOL-0004,True,True,draft,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600695,COMP-202600006,รับสมัคร UX/UI Designer (UX/UI Designer),7,UX/UI Designer,UX/UI Designer,Engineering,Development,2,11,00011,0011,1,2,55000,86000,True,ต้องการ UX/UI Designer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ UX/UI Designer,False,2025-12-20,2026-04-01,True,POOL-0001,True,True,draft,8 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600696,COMP-202600003,รับสมัคร Data Engineer (Data Engineer),7,Data Engineer,Data Engineer,Business,Operations,2,04,00004,0004,6,4,55000,86000,False,ต้องการ Data Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Data Engineer,True,2025-11-28,2026-02-23,False,POOL-0003,True,True,draft,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600697,COMP-202600008,รับสมัคร Web Developer (นักพัฒนาเว็บ),5,นักพัฒนาเว็บ,Web Developer,Business,Development,1,01,00001,0001,4,1,45000,70000,False,ต้องการ Web Developer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Web Developer,False,2026-01-17,2026-04-19,True,POOL-0004,True,True,open,4 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600698,COMP-202600008,รับสมัคร Cybersecurity Analyst (Cybersecurity Analyst),9,Cybersecurity Analyst,Cybersecurity Analyst,Business,Development,1,07,00007,0007,4,2,65000,102000,False,ต้องการ Cybersecurity Analyst ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Cybersecurity Analyst,True,2026-02-07,2026-04-06,True,POOL-0001,True,True,open,8 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600699,COMP-202600006,รับสมัคร Cybersecurity Analyst (Cybersecurity Analyst),5,Cybersecurity Analyst,Cybersecurity Analyst,Business,Analysis,2,05,00005,0005,4,4,45000,70000,False,ต้องการ Cybersecurity Analyst ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Cybersecurity Analyst,False,2026-01-25,2026-04-27,True,POOL-0001,True,True,open,3 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600700,COMP-202600004,รับสมัคร Cybersecurity Analyst (Cybersecurity Analyst),10,Cybersecurity Analyst,Cybersecurity Analyst,Engineering,Analysis,2,11,00011,0011,2,5,70000,110000,False,ต้องการ Cybersecurity Analyst ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Cybersecurity Analyst,True,2026-01-08,2026-02-26,False,POOL-0001,True,True,closed,4 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600701,COMP-202600004,รับสมัคร Data Analyst (นักวิเคราะห์ข้อมูล),10,นักวิเคราะห์ข้อมูล,Data Analyst,IT,Development,2,12,00012,0012,2,3,70000,110000,False,ต้องการ Data Analyst ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Data Analyst,False,2026-02-09,2026-06-02,False,POOL-0003,True,True,open,5 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600702,COMP-202600005,รับสมัคร Cybersecurity Analyst (Cybersecurity Analyst),7,Cybersecurity Analyst,Cybersecurity Analyst,IT,Analysis,2,07,00007,0007,4,5,55000,86000,False,ต้องการ Cybersecurity Analyst ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Cybersecurity Analyst,True,2026-02-13,2026-06-04,True,POOL-0002,True,True,draft,5 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
