PROJECT_ID,LEARNER_ID,SEQUENCE_NO,COMPANY_ID,COMPANY_NAME,POSITION_ID,PROJECT_NAME,DESCRIPTION,START_DATE,END_DATE,VERIFY_ID,CREATE_BY,CREATE_DATE,UPDATE_BY,UPDATE_DATE
PRJ1AFBEA27DD314685,LNR-202602641,1,COMP-202600009,AIS,2,E-Commerce App,Developed and maintained a key system feature.,2024-08-05,2024-10-05,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ14BD49EC5C1C412D,LNR-202602642,1,COMP-202600006,Agoda,8,Data Dashboard,Developed and maintained a key system feature.,2024-10-16,2025-03-26,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ1F4F20394C7848EE,LNR-202602647,1,COMP-202600004,PTT,2,API Gateway,Developed and maintained a key system feature.,2024-04-22,2024-08-08,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJBCFFB405A4F34BD1,LNR-202602647,2,COMP-202600005,PTT,2,E-Commerce App,Developed and maintained a key system feature.,2025-04-11,2025-09-02,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ79DB9D02DB15419D,LNR-202602648,1,COMP-202600009,Agoda,9,E-Commerce App,Developed and maintained a key system feature.,2025-05-12,2025-09-06,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJB4EC3ED5128447D9,LNR-202602651,1,COMP-202600008,SCBX,8,E-Commerce App,Developed and maintained a key system feature.,2025-01-14,2025-03-27,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJD2E3969E403C4098,LNR-202602651,2,,True Corporation,9,Data Dashboard,Developed and maintained a key system feature.,2025-08-19,2025-12-25,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ77FBCD6CE08044C0,LNR-202602652,1,COMP-202600002,SCG,7,HR Platform,Developed and maintained a key system feature.,2024-04-13,2024-08-19,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJFCFDDED37F844999,LNR-202602652,2,COMP-202600006,PTT,2,Data Dashboard,Developed and maintained a key system feature.,2025-04-28,2025-10-25,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ850E4BC55742481B,LNR-202602653,1,COMP-202600010,,3,Data Dashboard,Developed and maintained a key system feature.,2024-08-30,2024-10-19,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJB5B34A0B99AD4B57,LNR-202602653,2,COMP-202600006,SCG,2,Data Dashboard,Developed and maintained a key system feature.,2025-01-24,2025-03-05,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ75F3E568BB6A431D,LNR-202602654,1,,,8,Data Dashboard,Developed and maintained a key system feature.,2025-05-01,2025-08-07,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJFC8163999511487A,LNR-202602654,2,COMP-202600008,LINE Thailand,6,Data Dashboard,Developed and maintained a key system feature.,2025-08-13,2025-11-16,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJEC5EFD6AB1E34DA6,LNR-202602656,1,COMP-202600004,KBTG,10,HR Platform,Developed and maintained a key system feature.,2024-08-02,2024-11-29,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ94C2037E751E4470,LNR-202602656,2,COMP-202600004,Bangchak,6,Data Dashboard,Developed and maintained a key system feature.,2025-03-02,2025-07-29,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJE3CD451859BF42FE,LNR-202602658,1,COMP-202600006,PTT,3,Data Dashboard,Developed and maintained a key system feature.,2024-09-04,2024-10-11,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ8976654535E84BE7,LNR-202602662,1,COMP-202600010,SCBX,9,HR Platform,Developed and maintained a key system feature.,2024-10-08,2025-02-05,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ6589135C4A27464F,LNR-202602662,2,,Bangchak,1,E-Commerce App,Developed and maintained a key system feature.,2024-04-28,2024-10-15,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJC82F857EE1F6436D,LNR-202602663,1,COMP-202600004,Agoda,7,HR Platform,Developed and maintained a key system feature.,2024-03-21,2024-05-05,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ46B25243373D4B0B,LNR-202602663,2,COMP-202600009,True Corporation,4,E-Commerce App,Developed and maintained a key system feature.,2025-01-05,2025-05-11,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJDA35081435A44192,LNR-202602664,1,COMP-202600002,LINE Thailand,10,API Gateway,Developed and maintained a key system feature.,2024-07-14,2024-11-23,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJB016079CBA5B41CF,LNR-202602665,1,COMP-202600008,SCG,2,Data Dashboard,Developed and maintained a key system feature.,2025-01-15,2025-06-18,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJDE504D14E4314DD9,LNR-202602665,2,COMP-202600009,SCBX,7,E-Commerce App,Developed and maintained a key system feature.,2025-02-25,2025-07-14,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ17D2B2439B184AC7,LNR-202602666,1,COMP-202600004,SCBX,6,Data Dashboard,Developed and maintained a key system feature.,2024-12-09,2025-01-30,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ2DAF352CB14342F9,LNR-202602666,2,COMP-202600004,AIS,1,Data Dashboard,Developed and maintained a key system feature.,2024-04-19,2024-08-11,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ0739656787134D06,LNR-202602667,1,COMP-202600004,Agoda,8,API Gateway,Developed and maintained a key system feature.,2025-03-23,2025-06-02,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJD06FB720E9374887,LNR-202602667,2,,SCBX,8,Data Dashboard,Developed and maintained a key system feature.,2024-12-28,2025-04-16,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ1E2D2EE1CF374A54,LNR-202602668,1,,PTT,4,API Gateway,Developed and maintained a key system feature.,2024-11-25,2025-03-03,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ38D4FADCEC7647FD,LNR-202602668,2,COMP-202600005,SCBX,1,API Gateway,Developed and maintained a key system feature.,2024-05-20,2024-07-31,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJF6C204EA4FB844C5,LNR-202602671,1,COMP-202600001,Bangchak,7,E-Commerce App,Developed and maintained a key system feature.,2024-03-03,2024-04-08,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ7D7564630AA84C4E,LNR-202602672,1,COMP-202600001,,8,HR Platform,Developed and maintained a key system feature.,2024-04-08,2024-08-30,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ6BDFD5BA5CD74ADB,LNR-202602672,2,,Google Thailand,6,HR Platform,Developed and maintained a key system feature.,2024-11-05,2025-02-12,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJAF37B1FC8B2C4DC0,LNR-202602673,1,COMP-202600006,Agoda,7,Data Dashboard,Developed and maintained a key system feature.,2025-03-31,2025-07-31,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ32017B5B3C014845,LNR-202602673,2,COMP-202600006,Bangchak,1,HR Platform,Developed and maintained a key system feature.,2024-03-16,2024-07-20,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ9FE81B87F8F046EC,LNR-202602674,1,COMP-202600002,Bangchak,10,Data Dashboard,Developed and maintained a key system feature.,2024-08-03,2024-12-18,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ03119E3F7D5445D8,LNR-202602674,2,COMP-202600009,PTT,8,HR Platform,Developed and maintained a key system feature.,2025-05-02,2025-07-26,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ088F842E7A3F47C8,LNR-202602677,1,COMP-202600001,True Corporation,10,API Gateway,Developed and maintained a key system feature.,2025-01-22,2025-06-23,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJBA143BF8CA634F46,LNR-202602677,2,COMP-202600002,KBTG,2,E-Commerce App,Developed and maintained a key system feature.,2024-04-17,2024-06-19,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJB98193096F1443AD,LNR-202602678,1,,SCBX,10,E-Commerce App,Developed and maintained a key system feature.,2025-05-25,2025-11-20,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJDCDBB90773EB4C41,LNR-202602679,1,,LINE Thailand,6,E-Commerce App,Developed and maintained a key system feature.,2025-01-16,2025-05-28,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJF6CAD74C51A4496A,LNR-202602679,2,COMP-202600005,LINE Thailand,2,Data Dashboard,Developed and maintained a key system feature.,2024-08-16,2024-09-21,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJA5D04067ED104344,LNR-202602682,1,COMP-202600010,Bangchak,8,Data Dashboard,Developed and maintained a key system feature.,2025-03-24,2025-09-15,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJA6AA5CF3A1734ECC,LNR-202602683,1,COMP-202600002,KBTG,9,E-Commerce App,Developed and maintained a key system feature.,2024-02-24,2024-04-03,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ14397E49F03B47F5,LNR-202602683,2,COMP-202600006,LINE Thailand,7,API Gateway,Developed and maintained a key system feature.,2024-12-21,2025-06-17,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ3ECEC2FE54C84825,LNR-202602684,1,COMP-202600007,SCG,4,API Gateway,Developed and maintained a key system feature.,2024-07-24,2024-11-16,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ42574E2A147D4682,LNR-202602685,1,COMP-202600010,LINE Thailand,8,API Gateway,Developed and maintained a key system feature.,2024-07-16,2024-12-13,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ2E0CD9E5F7E64F09,LNR-202602685,2,COMP-202600001,PTT,5,API Gateway,Developed and maintained a key system feature.,2024-07-08,2024-08-25,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ3E509111C8824B37,LNR-202602687,1,COMP-202600004,Google Thailand,8,E-Commerce App,Developed and maintained a key system feature.,2024-07-07,2024-10-25,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ504B50D1D2264EEF,LNR-202602687,2,COMP-202600009,AIS,9,API Gateway,Developed and maintained a key system feature.,2025-05-10,2025-09-19,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ61B5B484FAA14D3D,LNR-202602689,1,COMP-202600006,LINE Thailand,1,API Gateway,Developed and maintained a key system feature.,2025-05-13,2025-09-25,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ2174CCD073984321,LNR-202602689,2,COMP-202600001,SCG,4,E-Commerce App,Developed and maintained a key system feature.,2024-07-24,2024-09-27,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ537FD46182664851,LNR-202602690,1,COMP-202600005,AIS,2,API Gateway,Developed and maintained a key system feature.,2024-12-11,2025-02-07,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ07826EF3EA004FAD,LNR-202602690,2,COMP-202600006,Bangchak,2,HR Platform,Developed and maintained a key system feature.,2025-03-21,2025-06-10,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ6D506667CD424C0A,LNR-202602692,1,COMP-202600004,KBTG,1,Data Dashboard,Developed and maintained a key system feature.,2024-11-24,2025-05-21,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJFDFD0146F2F14C83,LNR-202602692,2,COMP-202600001,True Corporation,3,Data Dashboard,Developed and maintained a key system feature.,2025-03-18,2025-06-08,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ547AF082ED9043A9,LNR-202602693,1,COMP-202600008,True Corporation,9,API Gateway,Developed and maintained a key system feature.,2025-01-21,2025-06-18,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ91A03DE6EE8D4522,LNR-202602694,1,COMP-202600008,AIS,6,HR Platform,Developed and maintained a key system feature.,2025-01-17,2025-07-03,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJD641860F8C4F46C8,LNR-202602694,2,COMP-202600006,PTT,3,API Gateway,Developed and maintained a key system feature.,2025-04-30,2025-08-26,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ1FF7B2B485BA48A6,LNR-202602695,1,COMP-202600002,PTT,7,API Gateway,Developed and maintained a key system feature.,2025-01-13,2025-03-26,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJFD1D8696456D443B,LNR-202602695,2,COMP-202600010,KBTG,4,Data Dashboard,Developed and maintained a key system feature.,2025-04-20,2025-06-06,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJDC931F70CAAA4C18,LNR-202602697,1,COMP-202600005,Bangchak,2,Data Dashboard,Developed and maintained a key system feature.,2025-06-25,2025-10-02,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ8044B50E02254741,LNR-202602699,1,COMP-202600007,True Corporation,6,E-Commerce App,Developed and maintained a key system feature.,2025-06-13,2025-11-29,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJE8C9DED5BF2142D0,LNR-202602699,2,COMP-202600002,PTT,6,API Gateway,Developed and maintained a key system feature.,2025-06-07,2025-10-23,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ36D62BA44C814892,LNR-202602700,1,,Bangchak,4,HR Platform,Developed and maintained a key system feature.,2024-07-24,2024-11-26,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJE313687458A248D7,LNR-202602700,2,COMP-202600009,SCBX,9,API Gateway,Developed and maintained a key system feature.,2025-01-24,2025-07-10,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJD9E96C8B2D7C477D,LNR-202602702,1,COMP-202600009,,4,HR Platform,Developed and maintained a key system feature.,2025-06-02,2025-08-30,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ270F36A9710B48E8,LNR-202602707,1,COMP-202600005,PTT,10,E-Commerce App,Developed and maintained a key system feature.,2025-05-13,2025-10-09,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ0F1254B0CEEE41CD,LNR-202602709,1,COMP-202600001,SCBX,1,HR Platform,Developed and maintained a key system feature.,2024-09-09,2024-10-14,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ8E7371DC2A9E496C,LNR-202602709,2,COMP-202600006,LINE Thailand,8,HR Platform,Developed and maintained a key system feature.,2024-10-25,2025-04-15,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ6F7693BCC6974507,LNR-202602715,1,COMP-202600004,KBTG,10,API Gateway,Developed and maintained a key system feature.,2025-08-20,2025-12-27,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ7706AA772235463D,LNR-202602715,2,COMP-202600001,Bangchak,7,HR Platform,Developed and maintained a key system feature.,2024-05-20,2024-11-02,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJA5BB6CFFCC18497B,LNR-202602717,1,COMP-202600010,Bangchak,7,API Gateway,Developed and maintained a key system feature.,2024-05-27,2024-10-04,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ242FE69A1367431B,LNR-202602717,2,COMP-202600010,PTT,5,API Gateway,Developed and maintained a key system feature.,2025-03-17,2025-06-02,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ5F73222DD9C141B8,LNR-202602718,1,COMP-202600002,True Corporation,4,E-Commerce App,Developed and maintained a key system feature.,2024-10-26,2025-01-12,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ62CA186BEC894DD8,LNR-202602724,1,COMP-202600009,KBTG,2,Data Dashboard,Developed and maintained a key system feature.,2025-05-06,2025-09-10,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ3AAF129BDE58487C,LNR-202602727,1,COMP-202600009,Agoda,9,HR Platform,Developed and maintained a key system feature.,2024-08-03,2024-11-08,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ318C15729B9A437A,LNR-202602727,2,COMP-202600005,SCG,4,HR Platform,Developed and maintained a key system feature.,2024-11-05,2025-02-11,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ2BAE2B14A0254F5C,LNR-202602728,1,COMP-202600009,Google Thailand,7,E-Commerce App,Developed and maintained a key system feature.,2024-03-17,2024-05-24,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJA10EA8C64E974E0A,LNR-202602729,1,COMP-202600007,SCBX,10,Data Dashboard,Developed and maintained a key system feature.,2024-12-02,2025-01-05,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ46F1BCF00D8B4B6D,LNR-202602729,2,COMP-202600008,SCG,8,API Gateway,Developed and maintained a key system feature.,2025-05-22,2025-11-18,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJBE9713B6A4E547D3,LNR-202602732,1,COMP-202600004,KBTG,10,Data Dashboard,Developed and maintained a key system feature.,2025-01-16,2025-06-11,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJBDBA22B37C3642E5,LNR-202602737,1,,True Corporation,1,API Gateway,Developed and maintained a key system feature.,2025-04-28,2025-06-24,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJDC5D7D61B88B4C5F,LNR-202602737,2,COMP-202600007,PTT,7,Data Dashboard,Developed and maintained a key system feature.,2025-07-18,2025-10-09,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ558C8CE225F04076,LNR-202602738,1,COMP-202600003,True Corporation,9,E-Commerce App,Developed and maintained a key system feature.,2024-11-04,2025-04-05,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ08F7EEC038F4447C,LNR-202602738,2,COMP-202600010,SCBX,1,E-Commerce App,Developed and maintained a key system feature.,2024-10-11,2024-11-19,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJA635CAA8694C41C0,LNR-202602739,1,COMP-202600006,PTT,10,E-Commerce App,Developed and maintained a key system feature.,2025-04-13,2025-09-21,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ4E180FC4279D4F53,LNR-202602739,2,,Bangchak,9,HR Platform,Developed and maintained a key system feature.,2024-06-14,2024-11-29,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ7AE4711BC7CE4DFA,LNR-202602740,1,COMP-202600006,,3,API Gateway,Developed and maintained a key system feature.,2024-07-23,2025-01-12,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ7512F03D859A4B89,LNR-202602741,1,COMP-202600002,Google Thailand,3,API Gateway,Developed and maintained a key system feature.,2024-08-23,2024-10-29,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJBC5C2AE286CB4424,LNR-202602742,1,COMP-202600001,PTT,9,Data Dashboard,Developed and maintained a key system feature.,2025-01-18,2025-04-08,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ23B63B6E6CB341AC,LNR-202602742,2,COMP-202600009,Bangchak,8,HR Platform,Developed and maintained a key system feature.,2024-03-18,2024-04-22,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ0E2A0D9A21A04E5D,LNR-202602744,1,COMP-202600004,LINE Thailand,9,Data Dashboard,Developed and maintained a key system feature.,2025-07-26,2025-12-30,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ3CCCD6815963491D,LNR-202602747,1,COMP-202600002,Agoda,10,HR Platform,Developed and maintained a key system feature.,2025-01-02,2025-04-28,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJFE0FB867F69340C1,LNR-202602748,1,COMP-202600008,Agoda,6,Data Dashboard,Developed and maintained a key system feature.,2024-09-06,2025-02-04,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ93C4811950CB4DFE,LNR-202602751,1,COMP-202600005,SCBX,3,E-Commerce App,Developed and maintained a key system feature.,2024-12-12,2025-03-30,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJBE73F7F29DA64DC4,LNR-202602751,2,COMP-202600001,Google Thailand,9,API Gateway,Developed and maintained a key system feature.,2024-08-25,2024-10-13,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJB8D1D6DC770E4FDD,LNR-202602755,1,COMP-202600004,KBTG,7,HR Platform,Developed and maintained a key system feature.,2024-11-25,2025-01-08,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ936AFFCBBA5A4D81,LNR-202602756,1,,Google Thailand,7,E-Commerce App,Developed and maintained a key system feature.,2024-09-25,2024-12-12,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJA611296B1452437C,LNR-202602756,2,COMP-202600003,LINE Thailand,2,E-Commerce App,Developed and maintained a key system feature.,2024-06-17,2024-11-02,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ74CC9DE74C974E16,LNR-202602757,1,COMP-202600006,PTT,9,API Gateway,Developed and maintained a key system feature.,2024-07-25,2025-01-10,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ542CD7AE9F204B32,LNR-202602757,2,COMP-202600005,AIS,7,E-Commerce App,Developed and maintained a key system feature.,2024-07-06,2024-11-15,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ921899F124424FE7,LNR-202602758,1,COMP-202600001,KBTG,1,API Gateway,Developed and maintained a key system feature.,2024-12-03,2025-03-01,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJDF4C0C04E8F94D9E,LNR-202602758,2,COMP-202600002,AIS,1,API Gateway,Developed and maintained a key system feature.,2024-03-11,2024-06-27,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ257AC8B1F8154191,LNR-202602759,1,COMP-202600006,PTT,3,HR Platform,Developed and maintained a key system feature.,2024-07-17,2024-10-07,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ8B7CA0FF9013495D,LNR-202602759,2,COMP-202600009,SCBX,6,API Gateway,Developed and maintained a key system feature.,2024-07-03,2024-10-02,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ17CD74E99415443C,LNR-202602760,1,COMP-202600007,KBTG,1,Data Dashboard,Developed and maintained a key system feature.,2024-05-23,2024-07-01,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ52B152A1BBAD428E,LNR-202602764,1,COMP-202600008,Agoda,9,HR Platform,Developed and maintained a key system feature.,2025-05-19,2025-10-17,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJD16D303C5AB64C4E,LNR-202602768,1,COMP-202600010,PTT,4,HR Platform,Developed and maintained a key system feature.,2025-08-09,2026-02-04,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
